acc;site;main_class;sub_class_1;sub_class_all;protein_names;binding_sites;area_a2;alpha_seeds;beta_seeds;hydrophobicity;pdbs
P35348;0;Receptors;GPCR;"GPCR;Rhodopsin";Alpha-1A adrenergic receptor;[];[];[];[];[];[]
P35368;0;Receptors;GPCR;"GPCR;Rhodopsin";Alpha-1B adrenergic receptor;[];[];[];[];[];[]
P25100;0;Receptors;GPCR;"GPCR;Rhodopsin";Alpha-1D adrenergic receptor;[];[];[];[];[];[]
O43506;3;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 20;[645, 246, 398];[766.9632201359946, 1649.6908328237416, 1486.2019632799838];[1659, 185, 53];[375, 133, 125];[8.6, -19.0, -1.8];[]
Q9UKJ8;3;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 21;[247, 128, 13];[2849.988472079809, 1305.898009946095, 1742.4917344815315];[9, 607, 12];[8, 1237, 136];[-23.499, 7.39999, 28.3];[]
Q9P0K1;2;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 22;[701, 347];[1158.8410274589191, 2483.535263821631];[3, 0];[21, 0];[2.69999, 1.19999];['3G5C', '5Y2Z', '5Y31', '7CQF']
O75077;3;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 23;[758, 167, 248];[1273.711229657233, 2966.6420129227176, 855.6581377657321];[0, 6, 5];[0, 17, 169];[-1.2, -29.099, -4.5];[]
Q9UKQ2;2;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 28;[310, 232];[3189.7474512051526, 769.674686091704];[0, 0];[0, 0];[0.79999, -7.4];[]
Q9UKF5;3;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 29;[568, 199, 80];[2394.9572832517765, 2190.815041217733, 1155.0538569075638];[40, 0, 1];[2746, 14, 8];[-13.2, -15.7, -1.7];[]
P08913;1;Receptors;GPCR;"GPCR;Rhodopsin";Alpha-2A adrenergic receptor;[230];[771.1743117701118];[8];[50];[23.7];['1HLL', '1HO9', '1HOD', '1HOF', '6K42', '6KUX', '6KUY', '7EJ0', '7EJ8', '7EJA', '7EJK', '7W6P', '7W7E']
P18089;0;Receptors;GPCR;"GPCR;Rhodopsin";Alpha-2B adrenergic receptor;[];[];[];[];[];['6K41', '6K42']
P18825;1;Receptors;GPCR;"GPCR;Rhodopsin";Alpha-2C adrenergic receptor;[109];[991.640618298059];[1];[0];[38.5];['6KUW']
Q9UKF2;4;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 30;[533, 243, 274, 104];[708.282147876386, 3019.091484050816, 1164.3814782066388, 838.8874629087908];[52, 17, 230, 2383];[582, 112, 155, 2253];[11.7999, -39.499, -2.1, 10.3];[]
Q8TC27;3;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 32;[144, 296, 571];[875.2102856739348, 5649.758585591985, 1409.9939068209032];[7, 1, 48];[295, 6, 183];[14.5, -25.199, -0.2999];[]
Q9BZ11;2;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 33;[484, 315];[1672.9952446982588, 1143.506758576369];[471, 0];[2835, 0];[14.4999, -8.6];['1R54', '1R55']
Q99965;6;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 2;[217, 126, 340, 258, 448, 563];[1495.5059256714205, 1349.4594888211493, 1626.2297291674881, 952.9369725077227, 675.9006664131903, 1873.9262748341064];[206, 274, 0, 1, 146, 11];[221, 433, 1, 641, 1434, 464];[6.3, -10.2, 4.1, 4.8, -7.0, 9.9];[]
Q9H2U9;3;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 7;[325, 111, 314];[1988.0934971948116, 1895.3443736381637, 3220.773393615965];[19, 79, 44];[94, 150, 68];[-2.5, 17.3, -1.4];[]
P78325;2;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 8;[34, 199];[1074.294175684755, 1092.6717170063653];[309, 1];[1519, 2];[17.5, -15.899];['4DD8']
Q13443;2;Enzymes;Hydrolases;3.4.24;Disintegrin and metalloproteinase domain-containing protein 9;[318, 134];[2471.9996070933103, 1685.2360144443849];[16, 14];[1, 34];[-10.399, -10.5];[]
Q08462;2;Enzymes;Lyases;4.6.1;Adenylate cyclase type 2;[581, 127];[1068.05501145982, 1960.9976484085446];[12, 0];[136, 63];[2.3, 40.0999];[]
O60266;1;Enzymes;Lyases;4.6.1;Adenylate cyclase type 3;[614];[1086.7145204183637];[0];[21];[1.59999];[]
O95622;0;Enzymes;Lyases;4.6.1;Adenylate cyclase type 5;[];[];[];[];[];[]
O43306;2;Enzymes;Lyases;4.6.1;Adenylate cyclase type 6;[126, 649];[1110.3833182556036, 736.9635313253536];[9, 28];[9, 92];[-0.6, 5.19999];[]
P51828;1;Enzymes;Lyases;4.6.1;Adenylate cyclase type 7;[200];[7773.313485574663];[147];[173];[100.599];[]
O60503;1;Enzymes;Lyases;4.6.1;Adenylate cyclase type 9;[916];[1352.3427727454437];[0];[0];[0.59999];[]
P08588;0;Receptors;GPCR;"GPCR;Rhodopsin";Beta-1 adrenergic receptor;[];[];[];[];[];['2LSQ', '7BTS', '7BU6', '7BU7', '7BVQ']
P07550;0;Receptors;GPCR;"GPCR;Rhodopsin";Beta-2 adrenergic receptor;[];[];[];[];[];['1GQ4', '2R4R', '2R4S', '2RH1', '3D4S', '3KJ6', '3NY8', '3NY9', '3NYA', '3P0G', '3PDS', '3SN6', '4GBR', '4LDE', '4LDL', '4LDO', '4QKX', '5D5A', '5D5B', '5D6L', '5JQH', '5X7D', '6E67', '6KR8', '6MXT', '6N48', '6NI3', '6OBA', '6PRZ', '6PS0', '6PS1', '6PS2', '6PS3', '6PS4', '6PS5', '6PS6', '7BZ2', '7DHI', '7DHR']
P13945;0;Receptors;GPCR;"GPCR;Rhodopsin";Beta-3 adrenergic receptor;[];[];[];[];[];[]
Q6UXC1;1;Unclassified;Unclassified;Unclassified;Apical endosomal glycoprotein;[588];[8225.097392366624];[38];[17];[-81.4];[]
P30556;0;Receptors;GPCR;"GPCR;Rhodopsin";Type-1 angiotensin II receptor;[];[];[];[];[];['4YAY', '4ZUD', '6DO1', '6OS0', '6OS1', '6OS2']
P50052;0;Receptors;GPCR;"GPCR;Rhodopsin";Type-2 angiotensin II receptor;[];[];[];[];[];['5UNF', '5UNG', '5UNH', '5XJM', '6JOD', '7C6A', '7JNI']
Q9UKB5;0;Unclassified;Unclassified;Unclassified;Adherens junction-associated protein 1;[];[];[];[];[];[]
Q9UM73;5;Unclassified;Unclassified;Unclassified;ALK tyrosine kinase receptor;[967, 584, 1273, 170, 389];[2663.0061133259005, 2386.302777267554, 2599.7931967007526, 1409.8919020223973, 836.6836938399395];[17, 37, 0, 76, 105];[964, 77, 0, 69, 497];[-21.9, 25.0, 17.9, 11.0, 17.0];['2KUP', '2KUQ', '2XB7', '2XBA', '2XP2', '2YFX', '2YHV', '2YJR', '2YJS', '2YS5', '2YT2', '3AOX', '3L9P', '3LCS', '3LCT', '4ANL', '4ANQ', '4ANS', '4CCB', '4CCU', '4CD0', '4CLI', '4CLJ', '4CMO', '4CMT', '4CMU', '4CNH', '4CTB', '4CTC', '4DCE', '4FNW', '4FNX', '4FNY', '4FNZ', '4FOB', '4FOC', '4FOD', '4JOA', '4MKC', '4TT7', '4Z55', '5A9U', '5AA8', '5AA9', '5AAA', '5AAB', '5AAC', '5FTO', '5FTQ', '5IMX', '5IUG', '5IUH', '5IUI', '5KZ0', '5VZ5', '6AT9', '6CDT', '6E0R', '6EBW', '6EDL', '6MX8', '7BTT', '7JY4', '7JYR', '7JYS', '7JYT', '7LRZ', '7LS0', '7MZW', '7MZY', '7N00', '7NWZ', '7NX3', '7NX4', '7R7K', '7R7R', '8ARJ']
P19021;2;Enzymes;Oxidoreductases;1.14.17.3/4.3.2.5;Peptidyl-glycine alpha-amidating monooxygenase;[578, 201];[796.611128139622, 1291.764915439862];[1394, 2];[4429, 4];[8.1, 6.29999];[]
Q86WK6;1;Miscellaneous;Other;"Other;LRRC";Amphoterin-induced protein 1;[116];[2375.7877503007057];[341];[443];[-33.2];[]
Q86SJ2;2;Miscellaneous;Other;"Other;LRRC";Amphoterin-induced protein 2;[233, 171];[1403.0366365715086, 1958.775456419811];[353, 7];[557, 124];[19.2999, -48.4];[]
Q86WK7;1;Miscellaneous;Other;"Other;LRRC";Amphoterin-induced protein 3;[139];[2058.904607755781];[11];[65];[-32.699];[]
Q16671;2;Receptors;Kinase;"Kinase;Act.TGFB";Anti-Muellerian hormone type-2 receptor;[62, 338];[1449.4538619537705, 2187.2908336070113];[231, 0];[368, 1];[-7.0999, -10.3];['7L0J']
Q9BXJ7;3;Unclassified;Unclassified;Unclassified;Protein amnionless;[7, 116, 77];[987.1326267656302, 1105.0876014541082, 1791.0780162730778];[0, 429, 3299];[278, 686, 2852];[10.2, 14.5999, 36.1999];['6GJE']
Q07075;2;Enzymes;Hydrolases;3.4.11;Glutamyl aminopeptidase;[865, 642];[2208.883271410795, 729.3608771036666];[405, 16];[493, 1049];[-28.899, 4.6];['4KX7', '4KX8', '4KX9', '4KXA', '4KXB', '4KXC', '4KXD']
P15144;2;Enzymes;Hydrolases;3.4.11;Aminopeptidase N;[872, 337];[1295.3424525555056, 847.4921300465957];[62, 461];[221, 1776];[-9.6, -3.5];['4FYQ', '4FYR', '4FYS', '4FYT', '5LHD', '6ATK', '6U7E', '6U7F', '6U7G', '6XWD', '7AEW', '7VPQ']
Q9HCJ1;0;Unclassified;Unclassified;Unclassified;Progressive ankylosis protein homolog;[];[];[];[];[];[]
Q5XXA6;3;Miscellaneous;Unknown_function;"Unknown_function;TMEM16";Anoctamin-1;[672, 908, 792];[8472.84804324006, 882.66439298373, 956.6591780258092];[305, 104, 16];[531, 283, 256];[102.899, 10.5, 21.4999];[]
Q9NQ90;4;Miscellaneous;Unknown_function;"Unknown_function;TMEM16";Anoctamin-2;[703, 607, 563, 345];[1330.3233110513386, 2754.405903445284, 1374.9907468957397, 970.5649918783378];[1, 14, 55, 18];[243, 179, 534, 299];[16.5, 30.7, 7.99999, 8.89999];[]
Q9BYT9;3;Miscellaneous;Unknown_function;"Unknown_function;TMEM16";Anoctamin-3;[716, 939, 575];[657.8877049797741, 577.944256070481, 1295.380461948105];[12, 50, 130];[54, 116, 923];[1.29999, -4.5, 21.5];[]
Q75V66;3;Miscellaneous;Unknown_function;"Unknown_function;TMEM16";Anoctamin-5;[634, 285, 760];[847.0082859928482, 823.0493756488322, 1036.8791646588072];[2, 15, 809];[10, 65, 1345];[-1.3999, 10.2, 10.9];[]
Q4KMQ2;3;Miscellaneous;Unknown_function;"Unknown_function;TMEM16";Anoctamin-6;[704, 507, 753];[2336.223269338192, 911.7363423341998, 965.9518927398444];[2018, 96, 3];[1001, 355, 87];[14.8999, 21.4, 5.29999];[]
Q6IWH7;4;Miscellaneous;Unknown_function;"Unknown_function;TMEM16";Anoctamin-7;[660, 545, 214, 795];[1808.1516027179755, 1330.4586710311044, 1105.8545766976233, 1166.7095535033268];[1, 0, 5, 21];[72, 0, 17, 53];[4.1, 39.2, 7.5, -5.5999];[]
A1A5B4;3;Miscellaneous;Unknown_function;"Unknown_function;TMEM16";Anoctamin-9;[499, 462, 628];[857.0361721729179, 1362.0246958826735, 1066.2908714369985];[200, 0, 2323];[239, 1, 1377];[18.4, 18.9, 25.7];[]
P16066;3;Receptors;Kinase;"Kinase;RGC";Atrial natriuretic peptide receptor 1;[852, 617, 119];[5074.829482767061, 1554.9640572991111, 3167.026173226272];[2, 0, 16];[23, 0, 24];[26.7, 4.09999, 14.2];[]
P20594;4;Receptors;Kinase;"Kinase;RGC";Atrial natriuretic peptide receptor 2;[479, 801, 81, 906];[5008.819579052857, 3672.5156064313505, 3059.5266903846027, 4173.667120743333];[11, 0, 102, 29];[291, 3, 181, 326];[8.79999, 3.1, -11.3, 29.5];[]
P17342;3;Receptors;Kinase;"Kinase;RGC";Atrial natriuretic peptide receptor 3;[431, 366, 141];[585.229066442833, 942.0247861733094, 1878.0883033236958];[8, 152, 228];[321, 99, 1372];[-9.2, 3.3, -0.8];['1JDN', '1JDP', '1YK0', '1YK1']
Q9H6X2;2;Unclassified;Unclassified;Unclassified;Anthrax toxin receptor 1;[223, 172];[1329.5301558690433, 3078.55543344268];[438, 0];[273, 10];[13.8999, -51.0];['3N2N', '6ADL', '6ADM', '6ADR', '6CX1']
P58335;1;Unclassified;Unclassified;Unclassified;Anthrax toxin receptor 2;[243];[3714.6071302252794];[124];[295];[21.9];['1SHT', '1SHU', '1T6B', '1TZN', '7N1O', '8FT6', '8FT8', '8FZ4']
A6NF34;0;Unclassified;Unclassified;Unclassified;Anthrax toxin receptor-like;[];[];[];[];[];[]
Q16853;1;Unmatched;Unmatched;Unmatched;Membrane primary amine oxidase;[488];[9706.312756048192];[89];[77];[-6.5999];['1PU4', '1US1', '2C10', '2C11', '2Y73', '2Y74', '3ALA', '4BTW', '4BTX', '4BTY']
Q8J025;2;Unclassified;Unclassified;Unclassified;Protein APCDD1;[114, 306];[1441.1422162048284, 3421.0194789831407];[204, 2];[1452, 227];[-6.9, -23.9];[]
P35414;0;Receptors;GPCR;"GPCR;Rhodopsin";Apelin receptor;[];[];[];[];[];['2LOT', '2LOU', '2LOV', '2LOW', '5VBL', '6KNM', '7SUS', '7W0L', '7W0M', '7W0N', '7W0O', '7W0P']
P51693;4;Unclassified;Unclassified;Unclassified;Amyloid beta precursor like protein 1;[460, 381, 633, 329];[1345.8270707968038, 3565.641727163783, 1163.7097203700935, 817.8469369995819];[15, 26, 0, 3];[5, 46, 9, 155];[-11.1, -35.3, -14.5, -1.7999];['3PMR', '3Q7G', '3Q7L', '3QMK', '4RD9', '4RDA']
Q06481;3;Unclassified;Unclassified;Unclassified;Amyloid beta precursor like protein 2;[758, 740, 54];[698.8104399512852, 5897.465797159588, 591.013475434887];[0, 0, 414];[14, 3, 1266];[0.89999, -52.9, 14.5];['5JBT', '5TPT']
Q96PS8;0;Transporters;Channels;"Channels;Aquaporins";Aquaporin-10;[];[];[];[];[];['6F7H']
P29972;0;Transporters;Channels;"Channels;Aquaporins";Aquaporin-1;[];[];[];[];[];['1FQY', '1H6I', '1IH5', '4CSK', '6POJ', '7UZE', '8CT2', '8CTE']
P41181;0;Transporters;Channels;"Channels;Aquaporins";Aquaporin-2;[];[];[];[];[];['4NEF', '4OJ2', '6QF5']
P55087;0;Transporters;Channels;"Channels;Aquaporins";Aquaporin-4;[];[];[];[];[];['3GD8']
P55064;0;Transporters;Channels;"Channels;Aquaporins";Aquaporin-5;[];[];[];[];[];['3D9S', '5C5X', '5DYE', '7STC']
O94778;1;Transporters;Channels;"Channels;Aquaporins";Aquaporin-8;[77];[3342.1181855627615];[659];[4741];[117.699];[]
O43315;0;Transporters;Channels;"Channels;Aquaporins";Aquaporin-9;[];[];[];[];[];[]
Q6UW56;1;Unclassified;Unclassified;Unclassified;All-trans retinoic acid-induced differentiation factor;[97];[2023.627043287109];[910];[3997];[-7.3];[]
P15514;1;Unclassified;Unclassified;Unclassified;Amphiregulin;[14];[1115.9045703815511];[0];[5];[22.5];['2RNL']
P07306;2;Receptors;SCAR;"SCAR;Class_E";Asialoglycoprotein receptor 1;[158, 70];[3454.1500945463863, 5020.390918068106];[248, 1];[1558, 32];[-9.6, 51.0999];['1DV8', '5JPV', '5JQ1', '6YAU']
P07307;3;Receptors;SCAR;"SCAR;Class_E";Asialoglycoprotein receptor 2;[155, 278, 111];[2522.7466064988253, 1856.8920552601146, 2407.532574437869];[4, 66, 52];[21, 187, 214];[-14.1, -19.199, 25.7];[]
P78348;1;Unclassified;Unclassified;Unclassified;Acid-sensing ion channel 1;[372];[4158.139896015701];[1];[3];[11.7];['6L6I', '6L6N', '7CFS', '7CFT', '7RNN']
Q96FT7;2;Unmatched;Unmatched;Unmatched;Acid-sensing ion channel 4;[403, 393];[1620.805827628708, 5539.863929240162];[257, 61];[375, 153];[6.69999, -25.3];[]
Q9NY37;2;Unclassified;Unclassified;Unclassified;Acid-sensing ion channel 5;[272, 87];[1478.2124277407706, 1020.6460512114805];[150, 7];[235, 158];[18.9999, 22.9];[]
O14525;10;Unclassified;Unclassified;Unclassified;Astrotactin-1;[1044, 803, 786, 1136, 90, 735, 421, 426, 694, 506];[1020.2339595825373, 1754.244975589934, 1850.5605825102957, 2219.0267371724412, 1067.5711674060724, 1180.5112293771529, 1171.2943395228435, 1078.6132838070234, 721.561582452921, 982.5265089441446];[2, 198, 0, 4, 0, 7, 0, 1, 19, 185];[4, 461, 0, 54, 1, 66, 0, 9, 99, 601];[5.4, -9.2, 0.39999, 9.59999, -0.9, 1.79999, 22.6, 3.09999, 11.7999, 3.0];[]
O75129;6;Unclassified;Unclassified;Unclassified;Astrotactin-2;[953, 1069, 1175, 1080, 1123, 488];[881.7267633244643, 3861.4583577861927, 1922.8350546863262, 754.0935500827333, 1036.8570571549487, 2331.7156656567076];[916, 16, 4, 50, 38, 222];[6032, 88, 61, 59, 390, 572];[8.3, -28.8, -1.5999, 2.1, -3.5, 31.7];['5J67', '5J68', '5J69']
Q9HD20;0;Transporters;Active_transporters;"Active_transporters;P-ATPase";Endoplasmic reticulum transmembrane helix translocase;[];[];[];[];[];[]
Q9NQ11;1;Transporters;Active_transporters;"Active_transporters;P-ATPase";Polyamine-transporting ATPase 13A2;[408];[722.8246190549476];[0];[0];[30.9999];['7FJM', '7FJP', '7FJQ', '7M5V', '7M5X', '7M5Y', '7N70', '7N72', '7N73', '7N74', '7N75', '7N76', '7N77', '7N78', '7VPI', '7VPJ', '7VPK', '7VPL']
Q9H7F0;1;Transporters;Active_transporters;"Active_transporters;P-ATPase";Polyamine-transporting ATPase 13A3;[190];[605.0457286954489];[87];[60];[6.9];[]
Q4VNC0;1;Transporters;Active_transporters;"Active_transporters;P-ATPase";Probable cation-transporting ATPase 13A5;[384];[1322.952591694694];[0];[0];[25.4999];[]
P05023;1;Transporters;Active_transporters;"Active_transporters;P-ATPase";Sodium/potassium-transporting ATPase subunit alpha-1;[1005];[1191.733502542004];[2995];[1882];[3.6];['7E1Z', '7E20', '7E21']
P50993;2;Transporters;Active_transporters;"Active_transporters;P-ATPase";Sodium/potassium-transporting ATPase subunit alpha-2;[92, 346];[1227.766600651317, 1815.1022795013075];[1, 115];[59, 155];[12.5999, 8.1];[]
P13637;0;Transporters;Active_transporters;"Active_transporters;P-ATPase";Sodium/potassium-transporting ATPase subunit alpha-3;[];[];[];[];[];['8D3U', '8D3V', '8D3W', '8D3X', '8D3Y']
Q13733;1;Transporters;Active_transporters;"Active_transporters;P-ATPase";Sodium/potassium-transporting ATPase subunit alpha-4;[755];[490.7902702447818];[23];[8];[10.8999];[]
P05026;0;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;ATP1B";Sodium/potassium-transporting ATPase subunit beta-1;[];[];[];[];[];['7E1Z', '7E20', '7E21', '8D3U', '8D3V', '8D3W', '8D3X', '8D3Y']
P14415;0;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;ATP1B";Sodium/potassium-transporting ATPase subunit beta-2;[];[];[];[];[];[]
P54709;1;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;ATP1B";Sodium/potassium-transporting ATPase subunit beta-3;[211];[668.1690517523277];[5];[7];[5.6];[]
Q9UN42;0;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;ATP1B";Protein ATP1B4;[];[];[];[];[];[]
Q01814;2;Transporters;Active_transporters;"Active_transporters;P-ATPase";Plasma membrane calcium-transporting ATPase 2;[1140, 286];[959.4608193262051, 638.121269424521];[1, 5];[28, 19];[5.7, 18.3];[]
Q16720;2;Transporters;Active_transporters;"Active_transporters;P-ATPase";Plasma membrane calcium-transporting ATPase 3;[288, 1115];[737.9921120311957, 1128.2886510518133];[4, 0];[462, 2];[26.2, 9.3];[]
P23634;2;Transporters;Active_transporters;"Active_transporters;P-ATPase";Plasma membrane calcium-transporting ATPase 4;[912, 284];[1143.9630652130297, 583.9927915560036];[427, 60];[55, 72];[18.3, 23.8];['1CFF', '2KNE']
Q7Z3C6;3;Unclassified;Unclassified;Unclassified;Autophagy-related protein 9A;[242, 154, 116];[1377.2887637441986, 2047.216719531592, 1389.0299814733096];[2, 42, 13];[24, 441, 86];[35.3, 36.2, 35.6];['6WQZ', '6WR4', '7JLO', '7JLP', '7JLQ']
P51164;0;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;ATP1B";Potassium-transporting ATPase subunit beta;[];[];[];[];[];[]
Q5VV63;4;Unclassified;Unclassified;Unclassified;Attractin-like protein 1;[1322, 604, 142, 1116];[2132.25032424159, 3861.1779415530377, 3536.2046161487033, 1048.9372566098912];[1, 2, 603, 5];[0, 0, 1220, 83];[44.5999, 35.3999, -35.399, -4.8];[]
O75882;6;Unclassified;Unclassified;Unclassified;Attractin;[333, 204, 199, 1370, 468, 1159];[686.0639125730257, 3758.9588554005427, 1341.9458463913138, 2682.0015012027175, 1631.4661047744162, 743.7336634938397];[0, 0, 0, 44, 47, 118];[2, 0, 1, 193, 60, 235];[-20.4, -25.8, 18.0, 40.4, 0.69999, -3.8];[]
P27037;2;Receptors;Kinase;"Kinase;Act.TGFB";Activin receptor type-2A;[77, 201];[2422.498384922775, 2860.2079566266525];[0, 20];[30, 57];[-29.099, -37.4];['3Q4T', '3SOC', '4ASX', '5NH3', '7U5P']
Q13705;3;Receptors;Kinase;"Kinase;Act.TGFB";Activin receptor type-2B;[339, 60, 30];[3015.259710640797, 1672.238353579311, 1142.3408786360371];[0, 98, 97];[2, 4140, 4191];[-24.499, -5.6999, 6.9];['2H62', '2QLU', '4FAO', '5NGV', '5NHR', '7MRZ', '7OLY']
P02730;1;Transporters;SLC;"SLC;APC;SLC4";Band 3 anion transport protein;[319];[2433.0044913178917];[2455];[3808];[37.5999];['1BH7', '1BNX', '1BTQ', '1BTR', '1BTS', '1BTT', '1BZK', '1HYN', '2BTA', '2BTB', '3BTB', '4KY9', '4YZF', '7TVZ', '7TW0', '7TW1', '7TW2', '7TW3', '7TW5', '7TW6', '7UZ3', '7UZU', '7UZV', '7V07', '7V0K', '7V0M', '7V0T', '7V0U', '7V0Y', '7V19', '8CRQ', '8CRR', '8CRT', '8CS9', '8CSL', '8CSV', '8CSY', '8CT3', '8CTE']
